NodeSource,NodeDestination,Frequency,Src Profile Power dBm,Src Total Rx Power,Dest Profile Power dBm,Dest Total Rx Power
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1201562500,-38,-44,-38,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1201757812.5,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1201953125,-32,-44,-32,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1202148437.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1202343750,-28,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1202539062.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1202734375,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1202929687.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1203125000,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1203320312.5,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1203515625,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1203710937.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1203906250,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1204101562.5,-35,-44,-34,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1204296875,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1204492187.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1204687500,-31,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1204882812.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1205078125,-25,-44,-25,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1205273437.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1205468750,-24,-44,-24,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1205664062.5,-26,-44,-26,-44
